ticker,year,theme,score,filing_date
JNJ,2024,AI/Data Privacy,0.550469696521759,2024-02-16
JNJ,2024,Cybersecurity,0.5514214038848877,2024-02-16
JNJ,2024,Macro/Inflation,0.46651914715766907,2024-02-16
JNJ,2024,Competition,0.5978090763092041,2024-02-16
JNJ,2024,Legal/IP,0.5418726801872253,2024-02-16
UNH,2021,Supply Chain,0.4011305868625641,2021-03-01
UNH,2021,Regulatory,0.5534461736679077,2021-03-01
UNH,2021,Geopolitical,0.39681509137153625,2021-03-01
UNH,2021,AI/Data Privacy,0.47760242223739624,2021-03-01
UNH,2021,Cybersecurity,0.6271058320999146,2021-03-01
UNH,2021,Macro/Inflation,0.40111225843429565,2021-03-01
UNH,2021,Competition,0.5109729766845703,2021-03-01
UNH,2021,Legal/IP,0.4636712670326233,2021-03-01
UNH,2022,Supply Chain,0.45091500878334045,2022-02-15
UNH,2022,Regulatory,0.5832496881484985,2022-02-15
UNH,2022,Geopolitical,0.3622560203075409,2022-02-15
UNH,2022,AI/Data Privacy,0.4397197365760803,2022-02-15
UNH,2022,Cybersecurity,0.5952160358428955,2022-02-15
UNH,2022,Macro/Inflation,0.42993223667144775,2022-02-15
UNH,2022,Competition,0.4370229244232178,2022-02-15
UNH,2022,Legal/IP,0.410043865442276,2022-02-15
UNH,2023,Supply Chain,0.4375016689300537,2023-02-24
UNH,2023,Regulatory,0.5526130199432373,2023-02-24
UNH,2023,Geopolitical,0.4761459231376648,2023-02-24
UNH,2023,AI/Data Privacy,0.44631248712539673,2023-02-24
UNH,2023,Cybersecurity,0.5904907584190369,2023-02-24
UNH,2023,Macro/Inflation,0.42046478390693665,2023-02-24
UNH,2023,Competition,0.6110081076622009,2023-02-24
UNH,2023,Legal/IP,0.4530855715274811,2023-02-24
UNH,2024,Supply Chain,0.42249923944473267,2024-02-28
UNH,2024,Regulatory,0.5659815669059753,2024-02-28
UNH,2024,Geopolitical,0.38161882758140564,2024-02-28
UNH,2024,AI/Data Privacy,0.5816832780838013,2024-02-28
UNH,2024,Cybersecurity,0.5693341493606567,2024-02-28
UNH,2024,Macro/Inflation,0.42250704765319824,2024-02-28
UNH,2024,Competition,0.5074890851974487,2024-02-28
UNH,2024,Legal/IP,0.454338014125824,2024-02-28
LLY,2021,Supply Chain,0.5671601891517639,2021-02-17
LLY,2021,Regulatory,0.547885000705719,2021-02-17
LLY,2021,Geopolitical,0.3708413243293762,2021-02-17
LLY,2021,AI/Data Privacy,0.44839251041412354,2021-02-17
LLY,2021,Cybersecurity,0.5972585082054138,2021-02-17
LLY,2021,Macro/Inflation,0.3874700367450714,2021-02-17
LLY,2021,Competition,0.43242931365966797,2021-02-17
LLY,2021,Legal/IP,0.5535128116607666,2021-02-17
LLY,2022,Supply Chain,0.62699955701828,2022-02-23
LLY,2022,Regulatory,0.5547958016395569,2022-02-23
LLY,2022,Geopolitical,0.4481812119483948,2022-02-23
LLY,2022,AI/Data Privacy,0.4262272119522095,2022-02-23
LLY,2022,Cybersecurity,0.556814432144165,2022-02-23
LLY,2022,Macro/Inflation,0.3892974555492401,2022-02-23
LLY,2022,Competition,0.5256950259208679,2022-02-23
LLY,2022,Legal/IP,0.494414746761322,2022-02-23
LLY,2023,Supply Chain,0.7234095335006714,2023-02-22
LLY,2023,Regulatory,0.5629301071166992,2023-02-22
LLY,2023,Geopolitical,0.5504541397094727,2023-02-22
LLY,2023,AI/Data Privacy,0.4864482283592224,2023-02-22
LLY,2023,Cybersecurity,0.5642433166503906,2023-02-22
LLY,2023,Macro/Inflation,0.5028138160705566,2023-02-22
LLY,2023,Competition,0.5148338675498962,2023-02-22
LLY,2023,Legal/IP,0.5119802951812744,2023-02-22
LLY,2024,Supply Chain,0.6733824610710144,2024-02-21
LLY,2024,Regulatory,0.5785799026489258,2024-02-21
LLY,2024,Geopolitical,0.5480904579162598,2024-02-21
LLY,2024,AI/Data Privacy,0.5767514109611511,2024-02-21
LLY,2024,Cybersecurity,0.5536442399024963,2024-02-21
LLY,2024,Macro/Inflation,0.499188631772995,2024-02-21
LLY,2024,Competition,0.49462890625,2024-02-21
LLY,2024,Legal/IP,0.5384027361869812,2024-02-21
WMT,2023,Supply Chain,0.6384429335594177,2023-03-17
WMT,2023,Regulatory,0.5575212240219116,2023-03-17
WMT,2023,Geopolitical,0.5342041850090027,2023-03-17
WMT,2023,AI/Data Privacy,0.5119882822036743,2023-03-17
WMT,2023,Cybersecurity,0.559910237789154,2023-03-17
WMT,2023,Macro/Inflation,0.5160496234893799,2023-03-17
WMT,2023,Competition,0.4834025800228119,2023-03-17
WMT,2023,Legal/IP,0.5027783513069153,2023-03-17
WMT,2024,Supply Chain,0.6158112287521362,2024-03-15
WMT,2024,Regulatory,0.5167062878608704,2024-03-15
WMT,2024,Geopolitical,0.5132614374160767,2024-03-15
WMT,2024,AI/Data Privacy,0.4666896164417267,2024-03-15
WMT,2024,Cybersecurity,0.6581943035125732,2024-03-15
WMT,2024,Macro/Inflation,0.5636208653450012,2024-03-15
WMT,2024,Competition,0.5716997385025024,2024-03-15
WMT,2024,Legal/IP,0.43416455388069153,2024-03-15
PG,2022,Supply Chain,0.6157895922660828,2022-08-05
PG,2022,Regulatory,0.5724348425865173,2022-08-05
PG,2022,Geopolitical,0.6097450256347656,2022-08-05
PG,2022,AI/Data Privacy,0.4087398946285248,2022-08-05
PG,2022,Cybersecurity,0.5740947127342224,2022-08-05
PG,2022,Macro/Inflation,0.48741888999938965,2022-08-05
PG,2022,Competition,0.5224051475524902,2022-08-05
PG,2022,Legal/IP,0.505006730556488,2022-08-05
PG,2023,Supply Chain,0.5946381688117981,2023-08-04
PG,2023,Regulatory,0.5702932476997375,2023-08-04
PG,2023,Geopolitical,0.6631594896316528,2023-08-04
PG,2023,AI/Data Privacy,0.4128555655479431,2023-08-04
PG,2023,Cybersecurity,0.4738028049468994,2023-08-04
PG,2023,Macro/Inflation,0.4965015947818756,2023-08-04
PG,2023,Competition,0.5141274929046631,2023-08-04
PG,2023,Legal/IP,0.5079792737960815,2023-08-04
PG,2024,Supply Chain,0.6916848421096802,2024-08-05
PG,2024,Regulatory,0.5236101150512695,2024-08-05
PG,2024,Geopolitical,0.648436963558197,2024-08-05
PG,2024,AI/Data Privacy,0.49868300557136536,2024-08-05
PG,2024,Cybersecurity,0.5707226991653442,2024-08-05
PG,2024,Macro/Inflation,0.4639255702495575,2024-08-05
PG,2024,Competition,0.512370228767395,2024-08-05
PG,2024,Legal/IP,0.385355144739151,2024-08-05
HD,2020,Supply Chain,0.6119083762168884,2020-03-25
HD,2020,Regulatory,0.40676349401474,2020-03-25
HD,2020,Geopolitical,0.5402845144271851,2020-03-25
HD,2020,AI/Data Privacy,0.4428815245628357,2020-03-25
HD,2020,Cybersecurity,0.4585612714290619,2020-03-25
HD,2020,Macro/Inflation,0.4229564070701599,2020-03-25
HD,2020,Competition,0.6019916534423828,2020-03-25
HD,2020,Legal/IP,0.42178642749786377,2020-03-25
HD,2021,Supply Chain,0.6163734793663025,2021-03-24
HD,2021,Regulatory,0.5028459429740906,2021-03-24
HD,2021,Geopolitical,0.5823379755020142,2021-03-24
HD,2021,AI/Data Privacy,0.4468694031238556,2021-03-24
HD,2021,Cybersecurity,0.4657295346260071,2021-03-24
HD,2021,Macro/Inflation,0.41909122467041016,2021-03-24
HD,2021,Competition,0.5538554191589355,2021-03-24
HD,2021,Legal/IP,0.44723397493362427,2021-03-24
HD,2022,Supply Chain,0.6849462985992432,2022-03-23
HD,2022,Regulatory,0.46296069025993347,2022-03-23
HD,2022,Geopolitical,0.5902856588363647,2022-03-23
HD,2022,AI/Data Privacy,0.4146152436733246,2022-03-23
HD,2022,Cybersecurity,0.5535035729408264,2022-03-23
HD,2022,Macro/Inflation,0.4842287600040436,2022-03-23
HD,2022,Competition,0.4350352883338928,2022-03-23
HD,2022,Legal/IP,0.3703116178512573,2022-03-23
HD,2023,Supply Chain,0.6624597907066345,2023-03-15
HD,2023,Regulatory,0.4255819320678711,2023-03-15
HD,2023,Geopolitical,0.5558629035949707,2023-03-15
HD,2023,AI/Data Privacy,0.49195295572280884,2023-03-15
HD,2023,Cybersecurity,0.5041260719299316,2023-03-15
HD,2023,Macro/Inflation,0.48492631316185,2023-03-15
HD,2023,Competition,0.5845244526863098,2023-03-15
HD,2023,Legal/IP,0.3493499159812927,2023-03-15
HD,2024,Supply Chain,0.5629826784133911,2024-03-13
HD,2024,Regulatory,0.4110795259475708,2024-03-13
HD,2024,Geopolitical,0.6242459416389465,2024-03-13
HD,2024,AI/Data Privacy,0.4590190649032593,2024-03-13
HD,2024,Cybersecurity,0.5657138824462891,2024-03-13
HD,2024,Macro/Inflation,0.5088933110237122,2024-03-13
HD,2024,Competition,0.4645628333091736,2024-03-13
HD,2024,Legal/IP,0.44176650047302246,2024-03-13
COST,2020,Supply Chain,0.6389309167861938,2020-10-07
COST,2020,Regulatory,0.36938267946243286,2020-10-07
COST,2020,Geopolitical,0.4843328893184662,2020-10-07
COST,2020,AI/Data Privacy,0.4925185441970825,2020-10-07
COST,2020,Cybersecurity,0.5592482686042786,2020-10-07
COST,2020,Macro/Inflation,0.3961153030395508,2020-10-07
COST,2020,Competition,0.45315486192703247,2020-10-07
COST,2020,Legal/IP,0.3835461139678955,2020-10-07
COST,2021,Supply Chain,0.6024693846702576,2021-10-06
COST,2021,Regulatory,0.42302563786506653,2021-10-06
COST,2021,Geopolitical,0.44114184379577637,2021-10-06
COST,2021,AI/Data Privacy,0.4289056658744812,2021-10-06
COST,2021,Cybersecurity,0.5839747190475464,2021-10-06
COST,2021,Macro/Inflation,0.4164096415042877,2021-10-06
COST,2021,Competition,0.5205821394920349,2021-10-06
COST,2021,Legal/IP,0.33344733715057373,2021-10-06
COST,2022,Supply Chain,0.6672854423522949,2022-10-05
COST,2022,Regulatory,0.3964775502681732,2022-10-05
COST,2022,Geopolitical,0.4643375277519226,2022-10-05
COST,2022,AI/Data Privacy,0.43550169467926025,2022-10-05
COST,2022,Cybersecurity,0.6128196716308594,2022-10-05
COST,2022,Macro/Inflation,0.4270714819431305,2022-10-05
COST,2022,Competition,0.4796002209186554,2022-10-05
COST,2022,Legal/IP,0.3575756251811981,2022-10-05
COST,2023,Supply Chain,0.5933265089988708,2023-10-11
COST,2023,Regulatory,0.3727870583534241,2023-10-11
COST,2023,Geopolitical,0.5424910187721252,2023-10-11
COST,2023,AI/Data Privacy,0.4126551151275635,2023-10-11
COST,2023,Cybersecurity,0.6071685552597046,2023-10-11
COST,2023,Macro/Inflation,0.42371025681495667,2023-10-11
COST,2023,Competition,0.5576204061508179,2023-10-11
COST,2023,Legal/IP,0.419292151927948,2023-10-11
COST,2024,Supply Chain,0.6074690222740173,2024-10-09
COST,2024,Regulatory,0.4027290344238281,2024-10-09
COST,2024,Geopolitical,0.523607611656189,2024-10-09
COST,2024,AI/Data Privacy,0.3769826292991638,2024-10-09
COST,2024,Cybersecurity,0.5181484818458557,2024-10-09
COST,2024,Macro/Inflation,0.49637067317962646,2024-10-09
COST,2024,Competition,0.4492412507534027,2024-10-09
COST,2024,Legal/IP,0.43505072593688965,2024-10-09
XOM,2020,Supply Chain,0.4859485626220703,2020-02-26
XOM,2020,Regulatory,0.40435194969177246,2020-02-26
XOM,2020,Geopolitical,0.5940719842910767,2020-02-26
XOM,2020,AI/Data Privacy,0.2939036786556244,2020-02-26
XOM,2020,Cybersecurity,0.37801826000213623,2020-02-26
XOM,2020,Macro/Inflation,0.5334038734436035,2020-02-26
XOM,2020,Competition,0.420857310295105,2020-02-26
XOM,2020,Legal/IP,0.39691802859306335,2020-02-26
XOM,2021,Supply Chain,0.5266227126121521,2021-02-24
XOM,2021,Regulatory,0.4259048402309418,2021-02-24
XOM,2021,Geopolitical,0.5080442428588867,2021-02-24
XOM,2021,AI/Data Privacy,0.4254635274410248,2021-02-24
XOM,2021,Cybersecurity,0.5206398367881775,2021-02-24
XOM,2021,Macro/Inflation,0.47740402817726135,2021-02-24
XOM,2021,Competition,0.5288181304931641,2021-02-24
XOM,2021,Legal/IP,0.37249916791915894,2021-02-24
XOM,2022,Supply Chain,0.4451605975627899,2022-02-23
XOM,2022,Regulatory,0.4612838923931122,2022-02-23
XOM,2022,Geopolitical,0.5365011096000671,2022-02-23
XOM,2022,AI/Data Privacy,0.39196842908859253,2022-02-23
XOM,2022,Cybersecurity,0.4570862352848053,2022-02-23
XOM,2022,Macro/Inflation,0.5279328227043152,2022-02-23
XOM,2022,Competition,0.46379125118255615,2022-02-23
XOM,2022,Legal/IP,0.36757832765579224,2022-02-23
XOM,2023,Supply Chain,0.49231860041618347,2023-02-22
XOM,2023,Regulatory,0.4437863826751709,2023-02-22
XOM,2023,Geopolitical,0.5015243887901306,2023-02-22
XOM,2023,AI/Data Privacy,0.3676755130290985,2023-02-22
XOM,2023,Cybersecurity,0.4608619511127472,2023-02-22
XOM,2023,Macro/Inflation,0.47304755449295044,2023-02-22
XOM,2023,Competition,0.4521329402923584,2023-02-22
XOM,2023,Legal/IP,0.3699275553226471,2023-02-22
XOM,2024,Supply Chain,0.4502123296260834,2024-02-28
XOM,2024,Regulatory,0.5096709728240967,2024-02-28
XOM,2024,Geopolitical,0.5651358366012573,2024-02-28
XOM,2024,AI/Data Privacy,0.4218965172767639,2024-02-28
XOM,2024,Cybersecurity,0.5301649570465088,2024-02-28
XOM,2024,Macro/Inflation,0.5151656866073608,2024-02-28
XOM,2024,Competition,0.535947322845459,2024-02-28
XOM,2024,Legal/IP,0.40004247426986694,2024-02-28
BRK.B,2020,Supply Chain,0.4389572739601135,2020-02-24
BRK.B,2020,Regulatory,0.4561312794685364,2020-02-24
BRK.B,2020,Geopolitical,0.42854857444763184,2020-02-24
BRK.B,2020,AI/Data Privacy,0.5471524000167847,2020-02-24
BRK.B,2020,Cybersecurity,0.5572579503059387,2020-02-24
BRK.B,2020,Macro/Inflation,0.4442216455936432,2020-02-24
BRK.B,2020,Competition,0.46468794345855713,2020-02-24
BRK.B,2020,Legal/IP,0.40621015429496765,2020-02-24
BRK.B,2021,Supply Chain,0.45464015007019043,2021-03-01
BRK.B,2021,Regulatory,0.4253213703632355,2021-03-01
BRK.B,2021,Geopolitical,0.418654203414917,2021-03-01
BRK.B,2021,AI/Data Privacy,0.5594136118888855,2021-03-01
BRK.B,2021,Cybersecurity,0.4859263002872467,2021-03-01
BRK.B,2021,Macro/Inflation,0.40455788373947144,2021-03-01
BRK.B,2021,Competition,0.4069201350212097,2021-03-01
BRK.B,2021,Legal/IP,0.4051371216773987,2021-03-01
BRK.B,2022,Supply Chain,0.45566457509994507,2022-02-28
BRK.B,2022,Regulatory,0.4972460865974426,2022-02-28
BRK.B,2022,Geopolitical,0.4047871232032776,2022-02-28
BRK.B,2022,AI/Data Privacy,0.4214650094509125,2022-02-28
BRK.B,2022,Cybersecurity,0.5522597432136536,2022-02-28
BRK.B,2022,Macro/Inflation,0.3768079876899719,2022-02-28
BRK.B,2022,Competition,0.44202736020088196,2022-02-28
BRK.B,2022,Legal/IP,0.44000867009162903,2022-02-28
BRK.B,2023,Supply Chain,0.46471232175827026,2023-02-27
BRK.B,2023,Regulatory,0.5527781844139099,2023-02-27
BRK.B,2023,Geopolitical,0.4028685688972473,2023-02-27
BRK.B,2023,AI/Data Privacy,0.44495558738708496,2023-02-27
BRK.B,2023,Cybersecurity,0.565227746963501,2023-02-27
BRK.B,2023,Macro/Inflation,0.42472517490386963,2023-02-27
BRK.B,2023,Competition,0.4282315969467163,2023-02-27
BRK.B,2023,Legal/IP,0.41309836506843567,2023-02-27
BRK.B,2024,Supply Chain,0.4578700661659241,2024-02-26
BRK.B,2024,Regulatory,0.5319600105285645,2024-02-26
BRK.B,2024,Geopolitical,0.6250344514846802,2024-02-26
BRK.B,2024,AI/Data Privacy,0.3812103867530823,2024-02-26
BRK.B,2024,Cybersecurity,0.5290330052375793,2024-02-26
BRK.B,2024,Macro/Inflation,0.42647799849510193,2024-02-26
BRK.B,2024,Competition,0.4526233673095703,2024-02-26
BRK.B,2024,Legal/IP,0.3763939440250397,2024-02-26
